Dilshad Garden to Jhilmil via Dilshad Garden → Jhilmil | Lines: RED_Rithala to Dilshad Garden
Jhilmil to Sikanderpur via Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat → Udyog Bhawan → Lok Kalyan Marg → Jorbagh → Dilli Haat - INA → AIIMS → Green Park → Hauz Khas → Malviya Nagar → Saket → Qutab Minar → Chhattarpur → Sultanpur → Ghitorni → Arjan Garh → Gurudronacharya → Sikanderpur | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Jhilmil to MG Road via Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat → Udyog Bhawan → Lok Kalyan Marg → Jorbagh → Dilli Haat - INA → AIIMS → Green Park → Hauz Khas → Malviya Nagar → Saket → Qutab Minar → Chhattarpur → Sultanpur → Ghitorni → Arjan Garh → Gurudronacharya → Sikanderpur → MG Road | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Jhilmil to IFFCO Chowk via Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat → Udyog Bhawan → Lok Kalyan Marg → Jorbagh → Dilli Haat - INA → AIIMS → Green Park → Hauz Khas → Malviya Nagar → Saket → Qutab Minar → Chhattarpur → Sultanpur → Ghitorni → Arjan Garh → Gurudronacharya → Sikanderpur → MG Road → IFFCO Chowk | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Jhilmil to Huda City Centre via Jhilmil → Mansrover park → Shahdara → Welcome → Seelam Pur → Shastri Park → Kashmere Gate → Chandni Chowk → Chawri Bazar → New Delhi → Rajiv Chowk → Patel Chowk → Central Secretariat → Udyog Bhawan → Lok Kalyan Marg → Jorbagh → Dilli Haat - INA → AIIMS → Green Park → Hauz Khas → Malviya Nagar → Saket → Qutab Minar → Chhattarpur → Sultanpur → Ghitorni → Arjan Garh → Gurudronacharya → Sikanderpur → MG Road → IFFCO Chowk → Huda City Centre | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli → YELLOW_Huda City Centre to Samaypur Badli
Jhilmil to Vaishali via Jhilmil → Mansrover park → Shahdara → Welcome → East Azad Nagar → Krishna Nagar → Karkarduma Court → Karkarduma → Anand Vihar → Kaushambi → Vaishali | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali
Jhilmil to Kaushambi via Jhilmil → Mansrover park → Shahdara → Welcome → East Azad Nagar → Krishna Nagar → Karkarduma Court → Karkarduma → Anand Vihar → Kaushambi | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali
Jhilmil to Anand Vihar via Jhilmil → Mansrover park → Shahdara → Welcome → East Azad Nagar → Krishna Nagar → Karkarduma Court → Karkarduma → Anand Vihar | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → BLUE_Dwarka Sector - 21 to Vaishali
Jhilmil to Karkarduma via Jhilmil → Mansrover park → Shahdara → Welcome → East Azad Nagar → Krishna Nagar → Karkarduma Court → Karkarduma | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar
Jhilmil to Preet Vihar via Jhilmil → Mansrover park → Shahdara → Welcome → East Azad Nagar → Krishna Nagar → Karkarduma Court → Karkarduma → Preet Vihar | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → BLUE_Dwarka Sector - 21 to Vaishali
Jhilmil to Nirman Vihar via Jhilmil → Mansrover park → Shahdara → Welcome → East Azad Nagar → Krishna Nagar → Karkarduma Court → Karkarduma → Preet Vihar → Nirman Vihar | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali
Jhilmil to Laxmi Nagar via Jhilmil → Mansrover park → Shahdara → Welcome → East Azad Nagar → Krishna Nagar → Karkarduma Court → Karkarduma → Preet Vihar → Nirman Vihar → Laxmi Nagar | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali
Jhilmil to Noida City Centre via Jhilmil → Mansrover park → Shahdara → Welcome → East Azad Nagar → Krishna Nagar → Karkarduma Court → Karkarduma → Preet Vihar → Nirman Vihar → Laxmi Nagar → Yamuna Bank → Akshardham → Mayur Vihar-I → Mayur Vihar Ext → New Ashok Nagar → Noida Sec -15 → Noida Sec -16 → Noida Sec -18 → Botanical Garden → Golf Course → Noida City Centre | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City
Jhilmil to Golf Course via Jhilmil → Mansrover park → Shahdara → Welcome → East Azad Nagar → Krishna Nagar → Karkarduma Court → Karkarduma → Preet Vihar → Nirman Vihar → Laxmi Nagar → Yamuna Bank → Akshardham → Mayur Vihar-I → Mayur Vihar Ext → New Ashok Nagar → Noida Sec -15 → Noida Sec -16 → Noida Sec -18 → Botanical Garden → Golf Course | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City
Jhilmil to Botanical Garden via Jhilmil → Mansrover park → Shahdara → Welcome → East Azad Nagar → Krishna Nagar → Karkarduma Court → Karkarduma → Preet Vihar → Nirman Vihar → Laxmi Nagar → Yamuna Bank → Akshardham → Mayur Vihar-I → Mayur Vihar Ext → New Ashok Nagar → Noida Sec -15 → Noida Sec -16 → Noida Sec -18 → Botanical Garden | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City
Jhilmil to Noida Sec -18 via Jhilmil → Mansrover park → Shahdara → Welcome → East Azad Nagar → Krishna Nagar → Karkarduma Court → Karkarduma → Preet Vihar → Nirman Vihar → Laxmi Nagar → Yamuna Bank → Akshardham → Mayur Vihar-I → Mayur Vihar Ext → New Ashok Nagar → Noida Sec -15 → Noida Sec -16 → Noida Sec -18 | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City
Jhilmil to Noida Sec -16 via Jhilmil → Mansrover park → Shahdara → Welcome → East Azad Nagar → Krishna Nagar → Karkarduma Court → Karkarduma → Preet Vihar → Nirman Vihar → Laxmi Nagar → Yamuna Bank → Akshardham → Mayur Vihar-I → Mayur Vihar Ext → New Ashok Nagar → Noida Sec -15 → Noida Sec -16 | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City
Jhilmil to Noida Sec -15 via Jhilmil → Mansrover park → Shahdara → Welcome → East Azad Nagar → Krishna Nagar → Karkarduma Court → Karkarduma → Preet Vihar → Nirman Vihar → Laxmi Nagar → Yamuna Bank → Akshardham → Mayur Vihar-I → Mayur Vihar Ext → New Ashok Nagar → Noida Sec -15 | Lines: RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → RED_Rithala to Dilshad Garden → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → PINK_Majlis Park to Shiv Vihar → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Vaishali → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City → BLUE_Dwarka Sector - 21 to Noida Electronic City
